,Reviews_ID,Date,Review,Rating,Product,District_id,Tokens,context_around_service
1803,4664,04/04/2015,terrible manager additional charge additional charge long wait time,1,Mortgage,11,"['terrible', 'manager', 'additional', 'charge', 'additional', 'charge', 'long', 'wait', 'time']",[]
1809,4682,04/04/2015,distressed bad financial advice poor interest rate insecure,1,Mortgage,34,"['distressed', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'insecure']",[]
1818,4710,04/04/2015,fee additional charge great happened,1,Mortgage,63,"['fee', 'additional', 'charge', 'great', 'happened']",[]
1833,4759,05/04/2015,hope youre proud slow transaction long wait time terrible manager terrible manager poor interest rate,1,Mortgage,63,"['hope', 'youre', 'proud', 'slow', 'transaction', 'long', 'wait', 'time', 'terrible', 'manager', 'terrible', 'manager', 'poor', 'interest', 'rate']",[]
1838,4776,05/04/2015,long wait time rising long wait time fee,1,Mortgage,39,"['long', 'wait', 'time', 'rising', 'long', 'wait', 'time', 'fee']",[]
1839,4777,05/04/2015,bad financial advice bad financial advice happened long wait time great high fee terrible manager insecure,1,Mortgage,76,"['bad', 'financial', 'advice', 'bad', 'financial', 'advice', 'happened', 'long', 'wait', 'time', 'great', 'high', 'fee', 'terrible', 'manager', 'insecure']",[]
1840,4778,06/04/2015,additional charge insecure poor interest rate high fee insecure limited service,1,Mortgage,66,"['additional', 'charge', 'insecure', 'poor', 'interest', 'rate', 'high', 'fee', 'insecure', 'limited', 'service']",[]
1868,4853,07/04/2015,poor interest rate fee poor interest rate great distressed,1,Mortgage,8,"['poor', 'interest', 'rate', 'fee', 'poor', 'interest', 'rate', 'great', 'distressed']",[]
1869,4854,07/04/2015,distressed mum poor interest rate terrible manager insecure bad financial advice,1,Mortgage,63,"['distressed', 'mum', 'poor', 'interest', 'rate', 'terrible', 'manager', 'insecure', 'bad', 'financial', 'advice']",[]
1880,4877,07/04/2015,great poor interest rate great hope youre proud,1,Mortgage,55,"['great', 'poor', 'interest', 'rate', 'great', 'hope', 'youre', 'proud']",[]
1881,4878,07/04/2015,fee high fee limited service bad financial advice,1,Mortgage,39,"['fee', 'high', 'fee', 'limited', 'service', 'bad', 'financial', 'advice']",[]
1888,4897,08/04/2015,long wait time slow transaction rude customer service rising,1,Mortgage,11,"['long', 'wait', 'time', 'slow', 'transaction', 'rude', 'customer', 'service', 'rising']",[]
1895,4917,08/04/2015,poor interest rate mum long wait time rude customer service distressed limited service,1,Mortgage,11,"['poor', 'interest', 'rate', 'mum', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'distressed', 'limited', 'service']",[]
1902,4939,08/04/2015,additional charge rising fee mum,1,Mortgage,66,"['additional', 'charge', 'rising', 'fee', 'mum']",[]
1903,4940,09/04/2015,high fee terrible manager fee rising rising,1,Mortgage,27,"['high', 'fee', 'terrible', 'manager', 'fee', 'rising', 'rising']",[]
1904,4941,09/04/2015,rising happened slow transaction high fee slow transaction poor interest rate,1,Mortgage,8,"['rising', 'happened', 'slow', 'transaction', 'high', 'fee', 'slow', 'transaction', 'poor', 'interest', 'rate']",[]
1911,4961,09/04/2015,great slow transaction poor interest rate distressed mum long wait time slow transaction mum,1,Mortgage,30,"['great', 'slow', 'transaction', 'poor', 'interest', 'rate', 'distressed', 'mum', 'long', 'wait', 'time', 'slow', 'transaction', 'mum']",[]
1922,5006,09/04/2015,long wait time happened terrible manager high fee great,1,Mortgage,55,"['long', 'wait', 'time', 'happened', 'terrible', 'manager', 'high', 'fee', 'great']",[]
1940,5064,10/04/2015,poor interest rate happened rude customer service high fee hope youre proud slow transaction,1,Mortgage,63,"['poor', 'interest', 'rate', 'happened', 'rude', 'customer', 'service', 'high', 'fee', 'hope', 'youre', 'proud', 'slow', 'transaction']",[]
1941,5065,10/04/2015,limited service long wait time great insecure,1,Mortgage,9,"['limited', 'service', 'long', 'wait', 'time', 'great', 'insecure']",[]
1949,5091,11/04/2015,poor interest rate distressed unhelpful staff rude customer service insecure distressed great,1,Mortgage,8,"['poor', 'interest', 'rate', 'distressed', 'unhelpful', 'staff', 'rude', 'customer', 'service', 'insecure', 'distressed', 'great']",[]
1950,5092,11/04/2015,mum distressed unhelpful staff happened high fee,1,Mortgage,45,"['mum', 'distressed', 'unhelpful', 'staff', 'happened', 'high', 'fee']",[]
1951,5094,11/04/2015,unhelpful staff unhelpful staff bad financial advice,1,Mortgage,59,"['unhelpful', 'staff', 'unhelpful', 'staff', 'bad', 'financial', 'advice']",[]
1977,5159,12/04/2015,unhelpful staff fee slow transaction slow transaction distressed fee mum,1,Mortgage,66,"['unhelpful', 'staff', 'fee', 'slow', 'transaction', 'slow', 'transaction', 'distressed', 'fee', 'mum']",[]
1978,5160,12/04/2015,great fee insecure limited service insecure,1,Mortgage,39,"['great', 'fee', 'insecure', 'limited', 'service', 'insecure']",[]
1983,5176,13/04/2015,unhelpful staff mum happened unhelpful staff great long wait time distressed,1,Mortgage,66,"['unhelpful', 'staff', 'mum', 'happened', 'unhelpful', 'staff', 'great', 'long', 'wait', 'time', 'distressed']",[]
1984,5177,13/04/2015,high fee fee high fee mum unhelpful staff,1,Mortgage,6,"['high', 'fee', 'fee', 'high', 'fee', 'mum', 'unhelpful', 'staff']",[]
1995,5208,13/04/2015,hope youre proud slow transaction high fee rising long wait time,1,Mortgage,3,"['hope', 'youre', 'proud', 'slow', 'transaction', 'high', 'fee', 'rising', 'long', 'wait', 'time']",[]
2009,5237,14/04/2015,long wait time terrible manager unhelpful staff bad financial advice,1,Mortgage,15,"['long', 'wait', 'time', 'terrible', 'manager', 'unhelpful', 'staff', 'bad', 'financial', 'advice']",[]
2010,5238,14/04/2015,slow transaction additional charge happened great,1,Mortgage,66,"['slow', 'transaction', 'additional', 'charge', 'happened', 'great']",[]
2011,5239,14/04/2015,insecure unhelpful staff distressed rising limited service,1,Mortgage,55,"['insecure', 'unhelpful', 'staff', 'distressed', 'rising', 'limited', 'service']",[]
2012,5240,14/04/2015,slow transaction rising limited service mum,1,Mortgage,65,"['slow', 'transaction', 'rising', 'limited', 'service', 'mum']",[]
2043,5314,16/04/2015,mum high fee rude customer service rising hope youre proud additional charge,1,Mortgage,63,"['mum', 'high', 'fee', 'rude', 'customer', 'service', 'rising', 'hope', 'youre', 'proud', 'additional', 'charge']",[]
2052,5334,16/04/2015,distressed happened bad financial advice high fee,1,Mortgage,8,"['distressed', 'happened', 'bad', 'financial', 'advice', 'high', 'fee']",[]
2053,5335,16/04/2015,additional charge insecure fee fee,1,Mortgage,42,"['additional', 'charge', 'insecure', 'fee', 'fee']",[]
2076,5407,17/04/2015,insecure hope youre proud additional charge long wait time hope youre proud long wait time rude customer service unhelpful staff,1,Mortgage,65,"['insecure', 'hope', 'youre', 'proud', 'additional', 'charge', 'long', 'wait', 'time', 'hope', 'youre', 'proud', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'unhelpful', 'staff']",[]
2104,5492,19/04/2015,terrible manager rising terrible manager mum terrible manager mum,1,Mortgage,8,"['terrible', 'manager', 'rising', 'terrible', 'manager', 'mum', 'terrible', 'manager', 'mum']",[]
2113,5511,20/04/2015,great rude customer service additional charge rude customer service fee happened insecure,1,Mortgage,9,"['great', 'rude', 'customer', 'service', 'additional', 'charge', 'rude', 'customer', 'service', 'fee', 'happened', 'insecure']",[]
2114,5512,20/04/2015,distressed long wait time happened unhelpful staff,1,Mortgage,39,"['distressed', 'long', 'wait', 'time', 'happened', 'unhelpful', 'staff']",[]
2125,5539,21/04/2015,slow transaction bad financial advice rising high fee insecure great unhelpful staff,1,Mortgage,8,"['slow', 'transaction', 'bad', 'financial', 'advice', 'rising', 'high', 'fee', 'insecure', 'great', 'unhelpful', 'staff']",[]
2133,5568,21/04/2015,mum fee slow transaction rude customer service,1,Mortgage,33,"['mum', 'fee', 'slow', 'transaction', 'rude', 'customer', 'service']",[]
2139,5587,21/04/2015,distressed fee mum happened,1,Mortgage,71,"['distressed', 'fee', 'mum', 'happened']",[]
2148,5616,22/04/2015,terrible manager fee additional charge rising,1,Mortgage,11,"['terrible', 'manager', 'fee', 'additional', 'charge', 'rising']",[]
2149,5617,22/04/2015,happened terrible manager fee rising rising,1,Mortgage,63,"['happened', 'terrible', 'manager', 'fee', 'rising', 'rising']",[]
2157,5629,22/04/2015,high fee high fee rising limited service poor interest rate limited service fee,1,Mortgage,3,"['high', 'fee', 'high', 'fee', 'rising', 'limited', 'service', 'poor', 'interest', 'rate', 'limited', 'service', 'fee']",[]
2166,5650,23/04/2015,limited service mum mum rising slow transaction additional charge,1,Mortgage,64,"['limited', 'service', 'mum', 'mum', 'rising', 'slow', 'transaction', 'additional', 'charge']",[]
2180,5682,23/04/2015,rude customer service long wait time happened,1,Mortgage,55,"['rude', 'customer', 'service', 'long', 'wait', 'time', 'happened']",[]
2193,5715,24/04/2015,rude customer service rude customer service distressed insecure great hope youre proud distressed happened,1,Mortgage,63,"['rude', 'customer', 'service', 'rude', 'customer', 'service', 'distressed', 'insecure', 'great', 'hope', 'youre', 'proud', 'distressed', 'happened']",[]
2194,5716,24/04/2015,terrible manager mum slow transaction limited service hope youre proud,1,Mortgage,63,"['terrible', 'manager', 'mum', 'slow', 'transaction', 'limited', 'service', 'hope', 'youre', 'proud']",[]
2195,5717,24/04/2015,limited service hope youre proud high fee limited service hope youre proud additional charge,1,Mortgage,66,"['limited', 'service', 'hope', 'youre', 'proud', 'high', 'fee', 'limited', 'service', 'hope', 'youre', 'proud', 'additional', 'charge']",[]
2212,5783,25/04/2015,great bad financial advice poor interest rate poor interest rate high fee high fee,1,Mortgage,71,"['great', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'poor', 'interest', 'rate', 'high', 'fee', 'high', 'fee']",[]
2225,5826,26/04/2015,additional charge slow transaction insecure great fee slow transaction,1,Mortgage,39,"['additional', 'charge', 'slow', 'transaction', 'insecure', 'great', 'fee', 'slow', 'transaction']",[]
2238,5864,26/04/2015,great unhelpful staff hope youre proud hope youre proud mum,1,Mortgage,10,"['great', 'unhelpful', 'staff', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'mum']",[]
2239,5866,26/04/2015,slow transaction terrible manager slow transaction slow transaction,1,Mortgage,11,"['slow', 'transaction', 'terrible', 'manager', 'slow', 'transaction', 'slow', 'transaction']",[]
2247,5886,27/04/2015,rude customer service great great distressed high fee,1,Mortgage,63,"['rude', 'customer', 'service', 'great', 'great', 'distressed', 'high', 'fee']",[]
2256,5910,27/04/2015,rude customer service slow transaction additional charge mum hope youre proud happened great insecure,1,Mortgage,66,"['rude', 'customer', 'service', 'slow', 'transaction', 'additional', 'charge', 'mum', 'hope', 'youre', 'proud', 'happened', 'great', 'insecure']",[]
2266,5930,28/04/2015,high fee distressed fee terrible manager hope youre proud happened,1,Mortgage,41,"['high', 'fee', 'distressed', 'fee', 'terrible', 'manager', 'hope', 'youre', 'proud', 'happened']",[]
2267,5931,28/04/2015,fee rising bad financial advice hope youre proud rude customer service hope youre proud,1,Mortgage,66,"['fee', 'rising', 'bad', 'financial', 'advice', 'hope', 'youre', 'proud', 'rude', 'customer', 'service', 'hope', 'youre', 'proud']",[]
2284,5968,28/04/2015,mum long wait time hope youre proud insecure insecure rising,1,Mortgage,39,"['mum', 'long', 'wait', 'time', 'hope', 'youre', 'proud', 'insecure', 'insecure', 'rising']",[]
2285,5969,28/04/2015,unhelpful staff rude customer service happened rude customer service,1,Mortgage,29,"['unhelpful', 'staff', 'rude', 'customer', 'service', 'happened', 'rude', 'customer', 'service']",[]
2286,5970,28/04/2015,insecure poor interest rate happened happened rude customer service additional charge great,1,Mortgage,55,"['insecure', 'poor', 'interest', 'rate', 'happened', 'happened', 'rude', 'customer', 'service', 'additional', 'charge', 'great']",[]
2295,5993,29/04/2015,hope youre proud bad financial advice unhelpful staff bad financial advice,1,Mortgage,8,"['hope', 'youre', 'proud', 'bad', 'financial', 'advice', 'unhelpful', 'staff', 'bad', 'financial', 'advice']",[]
2296,5994,29/04/2015,high fee distressed hope youre proud hope youre proud mum,1,Mortgage,39,"['high', 'fee', 'distressed', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'mum']",[]
2305,6010,29/04/2015,hope youre proud high fee high fee fee additional charge great fee great,1,Mortgage,71,"['hope', 'youre', 'proud', 'high', 'fee', 'high', 'fee', 'fee', 'additional', 'charge', 'great', 'fee', 'great']",[]
2315,6044,30/04/2015,poor interest rate insecure rude customer service fee high fee,1,Mortgage,69,"['poor', 'interest', 'rate', 'insecure', 'rude', 'customer', 'service', 'fee', 'high', 'fee']",[]
2316,6045,30/04/2015,terrible manager rising terrible manager unhelpful staff fee mum poor interest rate mum,1,Mortgage,9,"['terrible', 'manager', 'rising', 'terrible', 'manager', 'unhelpful', 'staff', 'fee', 'mum', 'poor', 'interest', 'rate', 'mum']",[]
2317,6046,30/04/2015,fee terrible manager mum insecure additional charge high fee fee,1,Mortgage,9,"['fee', 'terrible', 'manager', 'mum', 'insecure', 'additional', 'charge', 'high', 'fee', 'fee']",[]
2320,6058,30/04/2015,fee rude customer service rising,1,Mortgage,11,"['fee', 'rude', 'customer', 'service', 'rising']",[]
2321,6059,30/04/2015,high fee hope youre proud fee unhelpful staff fee mum,1,Mortgage,11,"['high', 'fee', 'hope', 'youre', 'proud', 'fee', 'unhelpful', 'staff', 'fee', 'mum']",[]
2333,6086,01/05/2015,insecure insecure high fee long wait time,1,Mortgage,55,"['insecure', 'insecure', 'high', 'fee', 'long', 'wait', 'time']",[]
2341,6105,01/05/2015,happened insecure unhelpful staff unhelpful staff distressed fee fee fee,1,Mortgage,11,"['happened', 'insecure', 'unhelpful', 'staff', 'unhelpful', 'staff', 'distressed', 'fee', 'fee', 'fee']",[]
2358,6139,01/05/2015,unhelpful staff mum bad financial advice high fee poor interest rate happened happened rising,1,Mortgage,9,"['unhelpful', 'staff', 'mum', 'bad', 'financial', 'advice', 'high', 'fee', 'poor', 'interest', 'rate', 'happened', 'happened', 'rising']",[]
2359,6140,02/05/2015,poor interest rate bad financial advice fee,1,Mortgage,48,"['poor', 'interest', 'rate', 'bad', 'financial', 'advice', 'fee']",[]
2384,6208,03/05/2015,unhelpful staff poor interest rate poor interest rate,1,Mortgage,11,"['unhelpful', 'staff', 'poor', 'interest', 'rate', 'poor', 'interest', 'rate']",[]
2385,6209,03/05/2015,mum happened slow transaction rising,1,Mortgage,19,"['mum', 'happened', 'slow', 'transaction', 'rising']",[]
2393,6223,03/05/2015,great unhelpful staff high fee great high fee rising fee rude customer service,1,Mortgage,38,"['great', 'unhelpful', 'staff', 'high', 'fee', 'great', 'high', 'fee', 'rising', 'fee', 'rude', 'customer', 'service']",[]
2410,6277,04/05/2015,fee happened insecure terrible manager terrible manager additional charge,1,Mortgage,8,"['fee', 'happened', 'insecure', 'terrible', 'manager', 'terrible', 'manager', 'additional', 'charge']",[]
2411,6278,04/05/2015,insecure rising insecure bad financial advice fee terrible manager,1,Mortgage,38,"['insecure', 'rising', 'insecure', 'bad', 'financial', 'advice', 'fee', 'terrible', 'manager']",[]
2427,6329,05/05/2015,slow transaction limited service great long wait time,1,Mortgage,39,"['slow', 'transaction', 'limited', 'service', 'great', 'long', 'wait', 'time']",[]
2428,6330,05/05/2015,distressed great terrible manager long wait time,1,Mortgage,11,"['distressed', 'great', 'terrible', 'manager', 'long', 'wait', 'time']",[]
2434,6340,06/05/2015,insecure great happened rude customer service,1,Mortgage,39,"['insecure', 'great', 'happened', 'rude', 'customer', 'service']",[]
2441,6362,06/05/2015,rude customer service great limited service distressed poor interest rate distressed great bad financial advice,1,Mortgage,71,"['rude', 'customer', 'service', 'great', 'limited', 'service', 'distressed', 'poor', 'interest', 'rate', 'distressed', 'great', 'bad', 'financial', 'advice']",[]
2449,6396,06/05/2015,terrible manager great rising insecure bad financial advice slow transaction additional charge,1,Mortgage,66,"['terrible', 'manager', 'great', 'rising', 'insecure', 'bad', 'financial', 'advice', 'slow', 'transaction', 'additional', 'charge']",[]
2450,6397,06/05/2015,bad financial advice hope youre proud insecure high fee additional charge,1,Mortgage,16,"['bad', 'financial', 'advice', 'hope', 'youre', 'proud', 'insecure', 'high', 'fee', 'additional', 'charge']",[]
2455,6410,07/05/2015,hope youre proud poor interest rate mum bad financial advice mum distressed high fee,1,Mortgage,63,"['hope', 'youre', 'proud', 'poor', 'interest', 'rate', 'mum', 'bad', 'financial', 'advice', 'mum', 'distressed', 'high', 'fee']",[]
2456,6411,07/05/2015,limited service happened additional charge,1,Mortgage,39,"['limited', 'service', 'happened', 'additional', 'charge']",[]
2468,6444,07/05/2015,fee hope youre proud additional charge rising long wait time,1,Mortgage,11,"['fee', 'hope', 'youre', 'proud', 'additional', 'charge', 'rising', 'long', 'wait', 'time']",[]
2480,6472,08/05/2015,distressed happened slow transaction poor interest rate rising mum,1,Mortgage,71,"['distressed', 'happened', 'slow', 'transaction', 'poor', 'interest', 'rate', 'rising', 'mum']",[]
2481,6473,08/05/2015,distressed insecure fee hope youre proud,1,Mortgage,8,"['distressed', 'insecure', 'fee', 'hope', 'youre', 'proud']",[]
2482,6474,08/05/2015,long wait time insecure slow transaction insecure slow transaction,1,Mortgage,55,"['long', 'wait', 'time', 'insecure', 'slow', 'transaction', 'insecure', 'slow', 'transaction']",[]
2489,6493,08/05/2015,high fee rude customer service high fee slow transaction rude customer service poor interest rate long wait time,1,Mortgage,8,"['high', 'fee', 'rude', 'customer', 'service', 'high', 'fee', 'slow', 'transaction', 'rude', 'customer', 'service', 'poor', 'interest', 'rate', 'long', 'wait', 'time']",[]
2496,6516,08/05/2015,mum hope youre proud fee additional charge bad financial advice,1,Mortgage,66,"['mum', 'hope', 'youre', 'proud', 'fee', 'additional', 'charge', 'bad', 'financial', 'advice']",[]
2507,6547,09/05/2015,bad financial advice poor interest rate bad financial advice limited service limited service,1,Mortgage,71,"['bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'bad', 'financial', 'advice', 'limited', 'service', 'limited', 'service']",[]
2508,6548,09/05/2015,poor interest rate slow transaction long wait time,1,Mortgage,9,"['poor', 'interest', 'rate', 'slow', 'transaction', 'long', 'wait', 'time']",[]
2517,6563,10/05/2015,additional charge long wait time terrible manager great high fee additional charge long wait time insecure,1,Mortgage,30,"['additional', 'charge', 'long', 'wait', 'time', 'terrible', 'manager', 'great', 'high', 'fee', 'additional', 'charge', 'long', 'wait', 'time', 'insecure']",[]
2518,6564,10/05/2015,insecure additional charge poor interest rate fee long wait time long wait time great fee,1,Mortgage,35,"['insecure', 'additional', 'charge', 'poor', 'interest', 'rate', 'fee', 'long', 'wait', 'time', 'long', 'wait', 'time', 'great', 'fee']",[]
2519,6565,10/05/2015,high fee insecure long wait time distressed mum happened great,1,Mortgage,66,"['high', 'fee', 'insecure', 'long', 'wait', 'time', 'distressed', 'mum', 'happened', 'great']",[]
2524,6590,10/05/2015,distressed slow transaction additional charge happened happened hope youre proud rising,1,Mortgage,11,"['distressed', 'slow', 'transaction', 'additional', 'charge', 'happened', 'happened', 'hope', 'youre', 'proud', 'rising']",[]
2525,6591,10/05/2015,hope youre proud hope youre proud fee mum poor interest rate poor interest rate rude customer service,1,Mortgage,72,"['hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'fee', 'mum', 'poor', 'interest', 'rate', 'poor', 'interest', 'rate', 'rude', 'customer', 'service']",[]
2526,6592,10/05/2015,rude customer service high fee insecure slow transaction bad financial advice great unhelpful staff,1,Mortgage,9,"['rude', 'customer', 'service', 'high', 'fee', 'insecure', 'slow', 'transaction', 'bad', 'financial', 'advice', 'great', 'unhelpful', 'staff']",[]
2527,6593,10/05/2015,high fee fee terrible manager happened high fee hope youre proud mum additional charge,1,Mortgage,1,"['high', 'fee', 'fee', 'terrible', 'manager', 'happened', 'high', 'fee', 'hope', 'youre', 'proud', 'mum', 'additional', 'charge']",[]
2528,6594,10/05/2015,rising fee high fee terrible manager,1,Mortgage,58,"['rising', 'fee', 'high', 'fee', 'terrible', 'manager']",[]
2538,6638,11/05/2015,happened rising great terrible manager distressed,1,Mortgage,70,"['happened', 'rising', 'great', 'terrible', 'manager', 'distressed']",[]
2539,6639,11/05/2015,distressed slow transaction high fee slow transaction slow transaction insecure,1,Mortgage,54,"['distressed', 'slow', 'transaction', 'high', 'fee', 'slow', 'transaction', 'slow', 'transaction', 'insecure']",[]
2551,6670,12/05/2015,great terrible manager rising,1,Mortgage,63,"['great', 'terrible', 'manager', 'rising']",[]
2568,6726,13/05/2015,long wait time distressed insecure great mum bad financial advice poor interest rate,1,Mortgage,37,"['long', 'wait', 'time', 'distressed', 'insecure', 'great', 'mum', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate']",[]
2578,6748,13/05/2015,unhelpful staff terrible manager high fee additional charge mum rising,1,Mortgage,67,"['unhelpful', 'staff', 'terrible', 'manager', 'high', 'fee', 'additional', 'charge', 'mum', 'rising']",[]
2579,6749,13/05/2015,distressed high fee slow transaction slow transaction,1,Mortgage,52,"['distressed', 'high', 'fee', 'slow', 'transaction', 'slow', 'transaction']",[]
2580,6750,13/05/2015,limited service insecure unhelpful staff poor interest rate rising distressed terrible manager,1,Mortgage,39,"['limited', 'service', 'insecure', 'unhelpful', 'staff', 'poor', 'interest', 'rate', 'rising', 'distressed', 'terrible', 'manager']",[]
2581,6751,13/05/2015,rude customer service poor interest rate hope youre proud high fee additional charge poor interest rate happened,1,Mortgage,39,"['rude', 'customer', 'service', 'poor', 'interest', 'rate', 'hope', 'youre', 'proud', 'high', 'fee', 'additional', 'charge', 'poor', 'interest', 'rate', 'happened']",[]
2592,6771,14/05/2015,great long wait time limited service distressed slow transaction,1,Mortgage,61,"['great', 'long', 'wait', 'time', 'limited', 'service', 'distressed', 'slow', 'transaction']",[]
2593,6772,14/05/2015,poor interest rate terrible manager slow transaction fee high fee additional charge,1,Mortgage,69,"['poor', 'interest', 'rate', 'terrible', 'manager', 'slow', 'transaction', 'fee', 'high', 'fee', 'additional', 'charge']",[]
2621,6850,16/05/2015,insecure hope youre proud unhelpful staff,1,Mortgage,20,"['insecure', 'hope', 'youre', 'proud', 'unhelpful', 'staff']",[]
2622,6851,16/05/2015,fee terrible manager long wait time bad financial advice,1,Mortgage,8,"['fee', 'terrible', 'manager', 'long', 'wait', 'time', 'bad', 'financial', 'advice']",[]
2625,6866,16/05/2015,insecure additional charge high fee rude customer service,1,Mortgage,29,"['insecure', 'additional', 'charge', 'high', 'fee', 'rude', 'customer', 'service']",[]
2633,6890,16/05/2015,slow transaction unhelpful staff poor interest rate happened hope youre proud,1,Mortgage,9,"['slow', 'transaction', 'unhelpful', 'staff', 'poor', 'interest', 'rate', 'happened', 'hope', 'youre', 'proud']",[]
2634,6891,16/05/2015,terrible manager unhelpful staff bad financial advice happened poor interest rate poor interest rate,1,Mortgage,71,"['terrible', 'manager', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'happened', 'poor', 'interest', 'rate', 'poor', 'interest', 'rate']",[]
2647,6923,17/05/2015,terrible manager unhelpful staff great poor interest rate,1,Mortgage,55,"['terrible', 'manager', 'unhelpful', 'staff', 'great', 'poor', 'interest', 'rate']",[]
2648,6924,17/05/2015,bad financial advice slow transaction insecure,1,Mortgage,71,"['bad', 'financial', 'advice', 'slow', 'transaction', 'insecure']",[]
2669,6967,18/05/2015,rude customer service high fee limited service bad financial advice hope youre proud,1,Mortgage,8,"['rude', 'customer', 'service', 'high', 'fee', 'limited', 'service', 'bad', 'financial', 'advice', 'hope', 'youre', 'proud']",[]
2670,6968,18/05/2015,distressed fee bad financial advice terrible manager,1,Mortgage,11,"['distressed', 'fee', 'bad', 'financial', 'advice', 'terrible', 'manager']",[]
2687,7021,19/05/2015,bad financial advice rising rising happened fee,1,Mortgage,39,"['bad', 'financial', 'advice', 'rising', 'rising', 'happened', 'fee']",[]
2688,7022,19/05/2015,limited service rude customer service terrible manager great bad financial advice rising,1,Mortgage,66,"['limited', 'service', 'rude', 'customer', 'service', 'terrible', 'manager', 'great', 'bad', 'financial', 'advice', 'rising']",[]
2689,7023,19/05/2015,bad financial advice terrible manager insecure,1,Mortgage,64,"['bad', 'financial', 'advice', 'terrible', 'manager', 'insecure']",[]
2708,7095,21/05/2015,long wait time slow transaction high fee hope youre proud hope youre proud unhelpful staff,1,Mortgage,21,"['long', 'wait', 'time', 'slow', 'transaction', 'high', 'fee', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'unhelpful', 'staff']",[]
2709,7096,21/05/2015,high fee terrible manager hope youre proud additional charge rising,1,Mortgage,38,"['high', 'fee', 'terrible', 'manager', 'hope', 'youre', 'proud', 'additional', 'charge', 'rising']",[]
2714,7118,21/05/2015,rising long wait time fee rising insecure distressed,1,Mortgage,72,"['rising', 'long', 'wait', 'time', 'fee', 'rising', 'insecure', 'distressed']",[]
2723,7136,22/05/2015,limited service rising poor interest rate slow transaction hope youre proud hope youre proud insecure,1,Mortgage,16,"['limited', 'service', 'rising', 'poor', 'interest', 'rate', 'slow', 'transaction', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'insecure']",[]
2724,7137,22/05/2015,terrible manager bad financial advice slow transaction unhelpful staff great rising,1,Mortgage,9,"['terrible', 'manager', 'bad', 'financial', 'advice', 'slow', 'transaction', 'unhelpful', 'staff', 'great', 'rising']",[]
2735,7159,22/05/2015,insecure high fee additional charge poor interest rate distressed bad financial advice limited service fee,1,Mortgage,71,"['insecure', 'high', 'fee', 'additional', 'charge', 'poor', 'interest', 'rate', 'distressed', 'bad', 'financial', 'advice', 'limited', 'service', 'fee']",[]
2779,7281,24/05/2015,unhelpful staff slow transaction fee hope youre proud mum high fee,1,Mortgage,39,"['unhelpful', 'staff', 'slow', 'transaction', 'fee', 'hope', 'youre', 'proud', 'mum', 'high', 'fee']",[]
2780,7282,24/05/2015,bad financial advice high fee rising rude customer service hope youre proud fee slow transaction happened,1,Mortgage,66,"['bad', 'financial', 'advice', 'high', 'fee', 'rising', 'rude', 'customer', 'service', 'hope', 'youre', 'proud', 'fee', 'slow', 'transaction', 'happened']",[]
2784,7297,24/05/2015,distressed poor interest rate happened great insecure mum,1,Mortgage,8,"['distressed', 'poor', 'interest', 'rate', 'happened', 'great', 'insecure', 'mum']",[]
2794,7316,25/05/2015,distressed insecure limited service distressed insecure hope youre proud,1,Mortgage,63,"['distressed', 'insecure', 'limited', 'service', 'distressed', 'insecure', 'hope', 'youre', 'proud']",[]
2801,7339,26/05/2015,high fee poor interest rate mum fee long wait time fee,1,Mortgage,71,"['high', 'fee', 'poor', 'interest', 'rate', 'mum', 'fee', 'long', 'wait', 'time', 'fee']",[]
2810,7354,26/05/2015,distressed long wait time terrible manager limited service,1,Mortgage,8,"['distressed', 'long', 'wait', 'time', 'terrible', 'manager', 'limited', 'service']",[]
2817,7372,26/05/2015,unhelpful staff hope youre proud limited service insecure hope youre proud hope youre proud unhelpful staff rising,1,Mortgage,9,"['unhelpful', 'staff', 'hope', 'youre', 'proud', 'limited', 'service', 'insecure', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'unhelpful', 'staff', 'rising']",[]
2825,7390,26/05/2015,distressed long wait time bad financial advice happened distressed long wait time,1,Mortgage,55,"['distressed', 'long', 'wait', 'time', 'bad', 'financial', 'advice', 'happened', 'distressed', 'long', 'wait', 'time']",[]
2849,7446,27/05/2015,mum terrible manager happened high fee hope youre proud,1,Mortgage,2,"['mum', 'terrible', 'manager', 'happened', 'high', 'fee', 'hope', 'youre', 'proud']",[]
2861,7489,28/05/2015,rude customer service insecure bad financial advice happened hope youre proud rude customer service fee rising,1,Mortgage,75,"['rude', 'customer', 'service', 'insecure', 'bad', 'financial', 'advice', 'happened', 'hope', 'youre', 'proud', 'rude', 'customer', 'service', 'fee', 'rising']",[]
