,Reviews_ID,Date,Review,Rating,Product,District_id,Tokens,context_around_service
11752,5885,30/08/2016,fast transaction helpful customer service worried got really helpful advise remorgaging fast transaction,5,Mortgage,76,"['fast', 'transaction', 'helpful', 'customer', 'service', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'fast', 'transaction']","[(['transaction', 'helpful', 'customer'], ['worried', 'got', 'really'])]"
11785,5942,01/09/2016,bad wide range service easy online banking easy online banking stressed first tho waved fee,5,Mortgage,29,"['bad', 'wide', 'range', 'service', 'easy', 'online', 'banking', 'easy', 'online', 'banking', 'stressed', 'first', 'tho', 'waved', 'fee']","[(['bad', 'wide', 'range'], ['easy', 'online', 'banking'])]"
11786,5943,01/09/2016,easy online banking thank thank stressed first tho helpful customer service,5,Mortgage,36,"['easy', 'online', 'banking', 'thank', 'thank', 'stressed', 'first', 'tho', 'helpful', 'customer', 'service']","[(['tho', 'helpful', 'customer'], [])]"
11787,5944,01/09/2016,reliable competitive rate fast transaction waved fee,5,Mortgage,6,"['reliable', 'competitive', 'rate', 'fast', 'transaction', 'waved', 'fee']",[]
11788,5945,01/09/2016,wide range service good excellent financial advice bad fast transaction waved fee thank,5,Mortgage,68,"['wide', 'range', 'service', 'good', 'excellent', 'financial', 'advice', 'bad', 'fast', 'transaction', 'waved', 'fee', 'thank']","[(['wide', 'range'], ['good', 'excellent', 'financial'])]"
11789,5946,01/09/2016,fast transaction fast transaction froze interest rate froze interest rate friendly staff good easy online banking,5,Mortgage,76,"['fast', 'transaction', 'fast', 'transaction', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'friendly', 'staff', 'good', 'easy', 'online', 'banking']",[]
11797,5967,01/09/2016,good fast transaction stressed first tho competitive rate fast transaction remortgaged worried got really helpful advise remorgaging,5,Mortgage,36,"['good', 'fast', 'transaction', 'stressed', 'first', 'tho', 'competitive', 'rate', 'fast', 'transaction', 'remortgaged', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']",[]
11818,6009,02/09/2016,friendly staff easy online banking easy online banking,5,Mortgage,6,"['friendly', 'staff', 'easy', 'online', 'banking', 'easy', 'online', 'banking']",[]
11866,6085,05/09/2016,worried got really helpful advise remorgaging bad easy online banking helpful customer service good waved fee,5,Mortgage,29,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'bad', 'easy', 'online', 'banking', 'helpful', 'customer', 'service', 'good', 'waved', 'fee']","[(['banking', 'helpful', 'customer'], ['good', 'waved', 'fee'])]"
11877,6104,06/09/2016,helpful customer service friendly staff waved fee friendly staff froze interest rate fast transaction good,5,Mortgage,76,"['helpful', 'customer', 'service', 'friendly', 'staff', 'waved', 'fee', 'friendly', 'staff', 'froze', 'interest', 'rate', 'fast', 'transaction', 'good']","[(['helpful', 'customer'], ['friendly', 'staff', 'waved'])]"
11886,6124,06/09/2016,worried got really helpful advise remorgaging worried got really helpful advise remorgaging thank competitive rate bad reliable thank,5,Mortgage,54,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'thank', 'competitive', 'rate', 'bad', 'reliable', 'thank']",[]
11887,6125,06/09/2016,ease worried got really helpful advise remorgaging thank excellent financial advice competitive rate wide range service waved fee waved fee,5,Mortgage,29,"['ease', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'thank', 'excellent', 'financial', 'advice', 'competitive', 'rate', 'wide', 'range', 'service', 'waved', 'fee', 'waved', 'fee']","[(['rate', 'wide', 'range'], ['waved', 'fee', 'waved'])]"
11943,6222,09/09/2016,wide range service waved fee good excellent financial advice ease ease,5,Mortgage,44,"['wide', 'range', 'service', 'waved', 'fee', 'good', 'excellent', 'financial', 'advice', 'ease', 'ease']","[(['wide', 'range'], ['waved', 'fee', 'good'])]"
11956,6243,09/09/2016,wide range service excellent financial advice froze interest rate thank,5,Mortgage,49,"['wide', 'range', 'service', 'excellent', 'financial', 'advice', 'froze', 'interest', 'rate', 'thank']","[(['wide', 'range'], ['excellent', 'financial', 'advice'])]"
11971,6262,10/09/2016,thank friendly staff good thank,5,Mortgage,16,"['thank', 'friendly', 'staff', 'good', 'thank']",[]
11972,6263,10/09/2016,easy online banking wide range service helpful customer service fast transaction easy online banking ease,5,Mortgage,29,"['easy', 'online', 'banking', 'wide', 'range', 'service', 'helpful', 'customer', 'service', 'fast', 'transaction', 'easy', 'online', 'banking', 'ease']","[(['banking', 'wide', 'range'], ['helpful', 'customer', 'service']), (['service', 'helpful', 'customer'], ['fast', 'transaction', 'easy'])]"
11991,6294,11/09/2016,remortgaged easy online banking ease ease competitive rate worried got really helpful advise remorgaging,5,Mortgage,76,"['remortgaged', 'easy', 'online', 'banking', 'ease', 'ease', 'competitive', 'rate', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']",[]
12034,6361,13/09/2016,excellent financial advice froze interest rate helpful customer service fast transaction waved fee stressed first tho remortgaged,5,Mortgage,34,"['excellent', 'financial', 'advice', 'froze', 'interest', 'rate', 'helpful', 'customer', 'service', 'fast', 'transaction', 'waved', 'fee', 'stressed', 'first', 'tho', 'remortgaged']","[(['rate', 'helpful', 'customer'], ['fast', 'transaction', 'waved'])]"
12047,6378,13/09/2016,friendly staff friendly staff worried got really helpful advise remorgaging fast transaction good friendly staff worried got really helpful advise remorgaging remortgaged,5,Mortgage,3,"['friendly', 'staff', 'friendly', 'staff', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'fast', 'transaction', 'good', 'friendly', 'staff', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'remortgaged']",[]
12060,6395,14/09/2016,excellent financial advice helpful customer service bad thank good helpful customer service,5,Mortgage,28,"['excellent', 'financial', 'advice', 'helpful', 'customer', 'service', 'bad', 'thank', 'good', 'helpful', 'customer', 'service']","[(['advice', 'helpful', 'customer'], ['bad', 'thank', 'good']), (['good', 'helpful', 'customer'], [])]"
12082,6429,16/09/2016,stressed first tho reliable remortgaged stressed first tho ease excellent financial advice friendly staff,5,Mortgage,76,"['stressed', 'first', 'tho', 'reliable', 'remortgaged', 'stressed', 'first', 'tho', 'ease', 'excellent', 'financial', 'advice', 'friendly', 'staff']",[]
12104,6470,17/09/2016,thank froze interest rate competitive rate good thank thank,5,Mortgage,16,"['thank', 'froze', 'interest', 'rate', 'competitive', 'rate', 'good', 'thank', 'thank']",[]
12105,6471,17/09/2016,easy online banking competitive rate competitive rate remortgaged,5,Mortgage,36,"['easy', 'online', 'banking', 'competitive', 'rate', 'competitive', 'rate', 'remortgaged']",[]
12117,6492,18/09/2016,stressed first tho waved fee ease,5,Mortgage,6,"['stressed', 'first', 'tho', 'waved', 'fee', 'ease']",[]
12133,6515,19/09/2016,thank fast transaction good waved fee,5,Mortgage,36,"['thank', 'fast', 'transaction', 'good', 'waved', 'fee']",[]
12140,6528,19/09/2016,waved fee froze interest rate bad good stressed first tho stressed first tho,5,Mortgage,76,"['waved', 'fee', 'froze', 'interest', 'rate', 'bad', 'good', 'stressed', 'first', 'tho', 'stressed', 'first', 'tho']",[]
12152,6545,20/09/2016,froze interest rate wide range service waved fee reliable reliable remortgaged fast transaction,5,Mortgage,25,"['froze', 'interest', 'rate', 'wide', 'range', 'service', 'waved', 'fee', 'reliable', 'reliable', 'remortgaged', 'fast', 'transaction']","[(['rate', 'wide', 'range'], ['waved', 'fee', 'reliable'])]"
12153,6546,20/09/2016,waved fee stressed first tho wide range service worried got really helpful advise remorgaging,5,Mortgage,32,"['waved', 'fee', 'stressed', 'first', 'tho', 'wide', 'range', 'service', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['tho', 'wide', 'range'], ['worried', 'got', 'really'])]"
12177,6587,22/09/2016,stressed first tho worried got really helpful advise remorgaging reliable excellent financial advice thank worried got really helpful advise remorgaging froze interest rate,5,Mortgage,6,"['stressed', 'first', 'tho', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'reliable', 'excellent', 'financial', 'advice', 'thank', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'froze', 'interest', 'rate']",[]
12178,6588,22/09/2016,waved fee fast transaction excellent financial advice ease remortgaged friendly staff competitive rate,5,Mortgage,16,"['waved', 'fee', 'fast', 'transaction', 'excellent', 'financial', 'advice', 'ease', 'remortgaged', 'friendly', 'staff', 'competitive', 'rate']",[]
12179,6589,22/09/2016,competitive rate waved fee waved fee easy online banking worried got really helpful advise remorgaging stressed first tho,5,Mortgage,29,"['competitive', 'rate', 'waved', 'fee', 'waved', 'fee', 'easy', 'online', 'banking', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'stressed', 'first', 'tho']",[]
12196,6615,22/09/2016,friendly staff wide range service waved fee froze interest rate friendly staff,5,Mortgage,57,"['friendly', 'staff', 'wide', 'range', 'service', 'waved', 'fee', 'froze', 'interest', 'rate', 'friendly', 'staff']","[(['staff', 'wide', 'range'], ['waved', 'fee', 'froze'])]"
12197,6616,22/09/2016,excellent financial advice waved fee remortgaged waved fee thank,5,Mortgage,7,"['excellent', 'financial', 'advice', 'waved', 'fee', 'remortgaged', 'waved', 'fee', 'thank']",[]
12224,6658,24/09/2016,stressed first tho competitive rate bad,5,Mortgage,36,"['stressed', 'first', 'tho', 'competitive', 'rate', 'bad']",[]
12225,6659,24/09/2016,excellent financial advice good thank excellent financial advice reliable froze interest rate stressed first tho,5,Mortgage,30,"['excellent', 'financial', 'advice', 'good', 'thank', 'excellent', 'financial', 'advice', 'reliable', 'froze', 'interest', 'rate', 'stressed', 'first', 'tho']",[]
12271,6725,27/09/2016,worried got really helpful advise remorgaging reliable ease froze interest rate ease ease wide range service,5,Mortgage,3,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'reliable', 'ease', 'froze', 'interest', 'rate', 'ease', 'ease', 'wide', 'range', 'service']","[(['ease', 'wide', 'range'], [])]"
12283,6747,27/09/2016,friendly staff bad competitive rate thank easy online banking remortgaged good waved fee,5,Mortgage,76,"['friendly', 'staff', 'bad', 'competitive', 'rate', 'thank', 'easy', 'online', 'banking', 'remortgaged', 'good', 'waved', 'fee']",[]
12304,6790,29/09/2016,bad worried got really helpful advise remorgaging reliable fast transaction,5,Mortgage,6,"['bad', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'reliable', 'fast', 'transaction']",[]
12305,6791,29/09/2016,fast transaction competitive rate reliable bad remortgaged remortgaged easy online banking,5,Mortgage,3,"['fast', 'transaction', 'competitive', 'rate', 'reliable', 'bad', 'remortgaged', 'remortgaged', 'easy', 'online', 'banking']",[]
12331,6834,30/09/2016,waved fee froze interest rate easy online banking,5,Mortgage,6,"['waved', 'fee', 'froze', 'interest', 'rate', 'easy', 'online', 'banking']",[]
12342,6849,01/10/2016,bad easy online banking ease worried got really helpful advise remorgaging froze interest rate stressed first tho,5,Mortgage,6,"['bad', 'easy', 'online', 'banking', 'ease', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'froze', 'interest', 'rate', 'stressed', 'first', 'tho']",[]
12354,6865,01/10/2016,stressed first tho friendly staff remortgaged,5,Mortgage,16,"['stressed', 'first', 'tho', 'friendly', 'staff', 'remortgaged']",[]
12368,6887,02/10/2016,waved fee worried got really helpful advise remorgaging waved fee excellent financial advice worried got really helpful advise remorgaging remortgaged wide range service,5,Mortgage,36,"['waved', 'fee', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'waved', 'fee', 'excellent', 'financial', 'advice', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'remortgaged', 'wide', 'range', 'service']","[(['remortgaged', 'wide', 'range'], [])]"
12369,6888,02/10/2016,worried got really helpful advise remorgaging worried got really helpful advise remorgaging thank excellent financial advice remortgaged good waved fee,5,Mortgage,29,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'thank', 'excellent', 'financial', 'advice', 'remortgaged', 'good', 'waved', 'fee']",[]
12370,6889,03/10/2016,excellent financial advice wide range service competitive rate,5,Mortgage,36,"['excellent', 'financial', 'advice', 'wide', 'range', 'service', 'competitive', 'rate']","[(['advice', 'wide', 'range'], ['competitive', 'rate'])]"
12402,6946,04/10/2016,thank bad froze interest rate fast transaction competitive rate good,5,Mortgage,9,"['thank', 'bad', 'froze', 'interest', 'rate', 'fast', 'transaction', 'competitive', 'rate', 'good']",[]
12447,7020,07/10/2016,good friendly staff competitive rate reliable,5,Mortgage,16,"['good', 'friendly', 'staff', 'competitive', 'rate', 'reliable']",[]
12454,7037,07/10/2016,thank wide range service excellent financial advice good helpful customer service froze interest rate froze interest rate friendly staff,5,Mortgage,36,"['thank', 'wide', 'range', 'service', 'excellent', 'financial', 'advice', 'good', 'helpful', 'customer', 'service', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'friendly', 'staff']","[(['thank', 'wide', 'range'], ['excellent', 'financial', 'advice']), (['good', 'helpful', 'customer'], ['froze', 'interest', 'rate'])]"
12487,7079,09/10/2016,bad reliable helpful customer service good good easy online banking,5,Mortgage,7,"['bad', 'reliable', 'helpful', 'customer', 'service', 'good', 'good', 'easy', 'online', 'banking']","[(['reliable', 'helpful', 'customer'], ['good', 'good', 'easy'])]"
12517,7117,11/10/2016,thank fast transaction wide range service competitive rate waved fee excellent financial advice worried got really helpful advise remorgaging,5,Mortgage,6,"['thank', 'fast', 'transaction', 'wide', 'range', 'service', 'competitive', 'rate', 'waved', 'fee', 'excellent', 'financial', 'advice', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['transaction', 'wide', 'range'], ['competitive', 'rate', 'waved'])]"
12548,7178,12/10/2016,helpful customer service thank good ease remortgaged ease,5,Mortgage,6,"['helpful', 'customer', 'service', 'thank', 'good', 'ease', 'remortgaged', 'ease']","[(['helpful', 'customer'], ['thank', 'good', 'ease'])]"
12567,7208,14/10/2016,excellent financial advice excellent financial advice worried got really helpful advise remorgaging friendly staff waved fee remortgaged reliable,5,Mortgage,76,"['excellent', 'financial', 'advice', 'excellent', 'financial', 'advice', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'friendly', 'staff', 'waved', 'fee', 'remortgaged', 'reliable']",[]
12568,7209,14/10/2016,bad reliable remortgaged competitive rate,5,Mortgage,36,"['bad', 'reliable', 'remortgaged', 'competitive', 'rate']",[]
12577,7224,14/10/2016,remortgaged ease ease worried got really helpful advise remorgaging froze interest rate,5,Mortgage,16,"['remortgaged', 'ease', 'ease', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'froze', 'interest', 'rate']",[]
12606,7267,16/10/2016,competitive rate competitive rate thank easy online banking competitive rate waved fee reliable,5,Mortgage,76,"['competitive', 'rate', 'competitive', 'rate', 'thank', 'easy', 'online', 'banking', 'competitive', 'rate', 'waved', 'fee', 'reliable']",[]
12626,7296,17/10/2016,thank worried got really helpful advise remorgaging helpful customer service wide range service worried got really helpful advise remorgaging wide range service reliable,5,Mortgage,6,"['thank', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'helpful', 'customer', 'service', 'wide', 'range', 'service', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'wide', 'range', 'service', 'reliable']","[(['remorgaging', 'helpful', 'customer'], ['wide', 'range', 'service']), (['service', 'wide', 'range'], ['worried', 'got', 'really']), (['remorgaging', 'wide', 'range'], ['reliable'])]"
12667,7370,19/10/2016,competitive rate good waved fee fast transaction remortgaged friendly staff fast transaction,5,Mortgage,76,"['competitive', 'rate', 'good', 'waved', 'fee', 'fast', 'transaction', 'remortgaged', 'friendly', 'staff', 'fast', 'transaction']",[]
12668,7371,19/10/2016,thank froze interest rate reliable excellent financial advice worried got really helpful advise remorgaging good,5,Mortgage,29,"['thank', 'froze', 'interest', 'rate', 'reliable', 'excellent', 'financial', 'advice', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'good']",[]
12688,7411,20/10/2016,fast transaction competitive rate ease good excellent financial advice stressed first tho,5,Mortgage,6,"['fast', 'transaction', 'competitive', 'rate', 'ease', 'good', 'excellent', 'financial', 'advice', 'stressed', 'first', 'tho']",[]
12696,7422,21/10/2016,ease fast transaction remortgaged wide range service bad worried got really helpful advise remorgaging,5,Mortgage,41,"['ease', 'fast', 'transaction', 'remortgaged', 'wide', 'range', 'service', 'bad', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['remortgaged', 'wide', 'range'], ['bad', 'worried', 'got'])]"
12710,7445,21/10/2016,froze interest rate excellent financial advice competitive rate thank worried got really helpful advise remorgaging,5,Mortgage,16,"['froze', 'interest', 'rate', 'excellent', 'financial', 'advice', 'competitive', 'rate', 'thank', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']",[]
12729,7470,22/10/2016,good thank good reliable,5,Mortgage,21,"['good', 'thank', 'good', 'reliable']",[]
12750,7502,23/10/2016,worried got really helpful advise remorgaging stressed first tho good helpful customer service friendly staff,5,Mortgage,41,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'stressed', 'first', 'tho', 'good', 'helpful', 'customer', 'service', 'friendly', 'staff']","[(['good', 'helpful', 'customer'], ['friendly', 'staff'])]"
12776,7548,25/10/2016,easy online banking excellent financial advice stressed first tho fast transaction reliable,5,Mortgage,70,"['easy', 'online', 'banking', 'excellent', 'financial', 'advice', 'stressed', 'first', 'tho', 'fast', 'transaction', 'reliable']",[]
12790,7567,25/10/2016,good stressed first tho waved fee,5,Mortgage,29,"['good', 'stressed', 'first', 'tho', 'waved', 'fee']",[]
12803,7589,26/10/2016,waved fee excellent financial advice fast transaction,5,Mortgage,29,"['waved', 'fee', 'excellent', 'financial', 'advice', 'fast', 'transaction']",[]
12804,7590,26/10/2016,wide range service ease froze interest rate thank,5,Mortgage,29,"['wide', 'range', 'service', 'ease', 'froze', 'interest', 'rate', 'thank']","[(['wide', 'range'], ['ease', 'froze', 'interest'])]"
12833,7637,27/10/2016,friendly staff froze interest rate thank helpful customer service ease thank fast transaction remortgaged,5,Mortgage,4,"['friendly', 'staff', 'froze', 'interest', 'rate', 'thank', 'helpful', 'customer', 'service', 'ease', 'thank', 'fast', 'transaction', 'remortgaged']","[(['thank', 'helpful', 'customer'], ['ease', 'thank', 'fast'])]"
12860,7690,28/10/2016,waved fee ease froze interest rate stressed first tho stressed first tho competitive rate,5,Mortgage,41,"['waved', 'fee', 'ease', 'froze', 'interest', 'rate', 'stressed', 'first', 'tho', 'stressed', 'first', 'tho', 'competitive', 'rate']",[]
12875,7712,29/10/2016,reliable bad bad easy online banking,5,Mortgage,3,"['reliable', 'bad', 'bad', 'easy', 'online', 'banking']",[]
12876,7713,29/10/2016,reliable fast transaction bad,5,Mortgage,36,"['reliable', 'fast', 'transaction', 'bad']",[]
12915,7768,01/11/2016,friendly staff worried got really helpful advise remorgaging helpful customer service friendly staff friendly staff froze interest rate helpful customer service,5,Mortgage,29,"['friendly', 'staff', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'helpful', 'customer', 'service', 'friendly', 'staff', 'friendly', 'staff', 'froze', 'interest', 'rate', 'helpful', 'customer', 'service']","[(['remorgaging', 'helpful', 'customer'], ['friendly', 'staff', 'friendly']), (['rate', 'helpful', 'customer'], [])]"
12933,7806,02/11/2016,bad helpful customer service friendly staff helpful customer service,5,Mortgage,76,"['bad', 'helpful', 'customer', 'service', 'friendly', 'staff', 'helpful', 'customer', 'service']","[(['bad', 'helpful', 'customer'], ['friendly', 'staff', 'helpful']), (['staff', 'helpful', 'customer'], [])]"
12967,7868,04/11/2016,bad stressed first tho fast transaction fast transaction friendly staff friendly staff remortgaged fast transaction,5,Mortgage,36,"['bad', 'stressed', 'first', 'tho', 'fast', 'transaction', 'fast', 'transaction', 'friendly', 'staff', 'friendly', 'staff', 'remortgaged', 'fast', 'transaction']",[]
12972,7881,04/11/2016,froze interest rate easy online banking stressed first tho fast transaction waved fee helpful customer service,5,Mortgage,64,"['froze', 'interest', 'rate', 'easy', 'online', 'banking', 'stressed', 'first', 'tho', 'fast', 'transaction', 'waved', 'fee', 'helpful', 'customer', 'service']","[(['fee', 'helpful', 'customer'], [])]"
12990,7913,06/11/2016,thank bad fast transaction ease bad,5,Mortgage,6,"['thank', 'bad', 'fast', 'transaction', 'ease', 'bad']",[]
12991,7914,06/11/2016,good fast transaction fast transaction waved fee,5,Mortgage,46,"['good', 'fast', 'transaction', 'fast', 'transaction', 'waved', 'fee']",[]
13006,7945,07/11/2016,friendly staff wide range service remortgaged excellent financial advice competitive rate,5,Mortgage,26,"['friendly', 'staff', 'wide', 'range', 'service', 'remortgaged', 'excellent', 'financial', 'advice', 'competitive', 'rate']","[(['staff', 'wide', 'range'], ['remortgaged', 'excellent', 'financial'])]"
13015,7960,07/11/2016,wide range service excellent financial advice friendly staff thank good good worried got really helpful advise remorgaging,5,Mortgage,16,"['wide', 'range', 'service', 'excellent', 'financial', 'advice', 'friendly', 'staff', 'thank', 'good', 'good', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['wide', 'range'], ['excellent', 'financial', 'advice'])]"
13054,8021,09/11/2016,thank friendly staff stressed first tho thank bad ease stressed first tho,5,Mortgage,29,"['thank', 'friendly', 'staff', 'stressed', 'first', 'tho', 'thank', 'bad', 'ease', 'stressed', 'first', 'tho']",[]
13081,8067,11/11/2016,bad thank reliable friendly staff competitive rate friendly staff friendly staff,5,Mortgage,6,"['bad', 'thank', 'reliable', 'friendly', 'staff', 'competitive', 'rate', 'friendly', 'staff', 'friendly', 'staff']",[]
13103,8107,12/11/2016,wide range service froze interest rate froze interest rate friendly staff bad wide range service bad thank,5,Mortgage,76,"['wide', 'range', 'service', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'friendly', 'staff', 'bad', 'wide', 'range', 'service', 'bad', 'thank']","[(['wide', 'range'], ['froze', 'interest', 'rate']), (['bad', 'wide', 'range'], ['bad', 'thank'])]"
13104,8108,12/11/2016,froze interest rate bad good competitive rate helpful customer service,5,Mortgage,29,"['froze', 'interest', 'rate', 'bad', 'good', 'competitive', 'rate', 'helpful', 'customer', 'service']","[(['rate', 'helpful', 'customer'], [])]"
13117,8131,13/11/2016,thank friendly staff reliable friendly staff wide range service froze interest rate competitive rate,5,Mortgage,23,"['thank', 'friendly', 'staff', 'reliable', 'friendly', 'staff', 'wide', 'range', 'service', 'froze', 'interest', 'rate', 'competitive', 'rate']","[(['staff', 'wide', 'range'], ['froze', 'interest', 'rate'])]"
13182,8231,17/11/2016,good thank helpful customer service friendly staff waved fee remortgaged,5,Mortgage,22,"['good', 'thank', 'helpful', 'customer', 'service', 'friendly', 'staff', 'waved', 'fee', 'remortgaged']","[(['thank', 'helpful', 'customer'], ['friendly', 'staff', 'waved'])]"
13183,8232,17/11/2016,froze interest rate fast transaction waved fee froze interest rate reliable easy online banking thank,5,Mortgage,39,"['froze', 'interest', 'rate', 'fast', 'transaction', 'waved', 'fee', 'froze', 'interest', 'rate', 'reliable', 'easy', 'online', 'banking', 'thank']",[]
13184,8233,17/11/2016,bad ease excellent financial advice helpful customer service easy online banking,5,Mortgage,16,"['bad', 'ease', 'excellent', 'financial', 'advice', 'helpful', 'customer', 'service', 'easy', 'online', 'banking']","[(['advice', 'helpful', 'customer'], ['easy', 'online', 'banking'])]"
13196,8249,17/11/2016,reliable thank wide range service helpful customer service,5,Mortgage,3,"['reliable', 'thank', 'wide', 'range', 'service', 'helpful', 'customer', 'service']","[(['thank', 'wide', 'range'], ['helpful', 'customer', 'service']), (['service', 'helpful', 'customer'], [])]"
13229,8295,20/11/2016,competitive rate thank remortgaged fast transaction competitive rate,5,Mortgage,34,"['competitive', 'rate', 'thank', 'remortgaged', 'fast', 'transaction', 'competitive', 'rate']",[]
13230,8296,20/11/2016,competitive rate stressed first tho fast transaction easy online banking friendly staff helpful customer service,5,Mortgage,6,"['competitive', 'rate', 'stressed', 'first', 'tho', 'fast', 'transaction', 'easy', 'online', 'banking', 'friendly', 'staff', 'helpful', 'customer', 'service']","[(['staff', 'helpful', 'customer'], [])]"
13251,8335,21/11/2016,competitive rate friendly staff waved fee ease fast transaction remortgaged good,5,Mortgage,2,"['competitive', 'rate', 'friendly', 'staff', 'waved', 'fee', 'ease', 'fast', 'transaction', 'remortgaged', 'good']",[]
13264,8354,22/11/2016,wide range service good thank good waved fee worried got really helpful advise remorgaging,5,Mortgage,45,"['wide', 'range', 'service', 'good', 'thank', 'good', 'waved', 'fee', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['wide', 'range'], ['good', 'thank', 'good'])]"
13274,8374,22/11/2016,wide range service good waved fee easy online banking remortgaged waved fee ease ease,5,Mortgage,16,"['wide', 'range', 'service', 'good', 'waved', 'fee', 'easy', 'online', 'banking', 'remortgaged', 'waved', 'fee', 'ease', 'ease']","[(['wide', 'range'], ['good', 'waved', 'fee'])]"
13288,8399,23/11/2016,froze interest rate worried got really helpful advise remorgaging competitive rate reliable,5,Mortgage,3,"['froze', 'interest', 'rate', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'competitive', 'rate', 'reliable']",[]
13289,8400,23/11/2016,excellent financial advice reliable froze interest rate helpful customer service,5,Mortgage,24,"['excellent', 'financial', 'advice', 'reliable', 'froze', 'interest', 'rate', 'helpful', 'customer', 'service']","[(['rate', 'helpful', 'customer'], [])]"
13300,8420,24/11/2016,stressed first tho froze interest rate excellent financial advice reliable excellent financial advice helpful customer service friendly staff ease,5,Mortgage,43,"['stressed', 'first', 'tho', 'froze', 'interest', 'rate', 'excellent', 'financial', 'advice', 'reliable', 'excellent', 'financial', 'advice', 'helpful', 'customer', 'service', 'friendly', 'staff', 'ease']","[(['advice', 'helpful', 'customer'], ['friendly', 'staff', 'ease'])]"
13370,8527,27/11/2016,reliable fast transaction thank wide range service froze interest rate,5,Mortgage,16,"['reliable', 'fast', 'transaction', 'thank', 'wide', 'range', 'service', 'froze', 'interest', 'rate']","[(['thank', 'wide', 'range'], ['froze', 'interest', 'rate'])]"
13371,8528,27/11/2016,friendly staff waved fee bad,5,Mortgage,76,"['friendly', 'staff', 'waved', 'fee', 'bad']",[]
13381,8546,28/11/2016,easy online banking thank waved fee waved fee bad ease,5,Mortgage,16,"['easy', 'online', 'banking', 'thank', 'waved', 'fee', 'waved', 'fee', 'bad', 'ease']",[]
13405,8591,29/11/2016,ease froze interest rate froze interest rate froze interest rate waved fee,5,Mortgage,76,"['ease', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'waved', 'fee']",[]
13406,8592,29/11/2016,fast transaction helpful customer service wide range service ease worried got really helpful advise remorgaging,5,Mortgage,9,"['fast', 'transaction', 'helpful', 'customer', 'service', 'wide', 'range', 'service', 'ease', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']","[(['transaction', 'helpful', 'customer'], ['wide', 'range', 'service']), (['service', 'wide', 'range'], ['ease', 'worried', 'got'])]"
13444,8656,01/12/2016,bad wide range service ease thank,5,Mortgage,48,"['bad', 'wide', 'range', 'service', 'ease', 'thank']","[(['bad', 'wide', 'range'], ['ease', 'thank'])]"
13469,8699,03/12/2016,stressed first tho easy online banking helpful customer service helpful customer service,5,Mortgage,3,"['stressed', 'first', 'tho', 'easy', 'online', 'banking', 'helpful', 'customer', 'service', 'helpful', 'customer', 'service']","[(['banking', 'helpful', 'customer'], ['helpful', 'customer', 'service']), (['service', 'helpful', 'customer'], [])]"
