Reviews_ID,Date,Review,Rating,Product,District_id
16338,26/11/2015,Error the worst error kept cropping up soo frustrating!strange complicated to figure out WHY!? rude customer service.,1,Online Services,69
16339,26/11/2015,"Soo Frustrating!Strange error the worst to frustrate me limited services frustrating rude customer service lost my details, staff were so unhelpful.",1,Online Services,70
16340,26/11/2015,What Happened To This Bank?? frustrating bad advice error kept cropping up complicated online banking complicated online banking soo frustrating!strange bad advice.,1,Online Services,30
16341,26/11/2015,Rude Customer Service bad advice the worst bad advice to frustrate me.,1,Online Services,58
16342,26/11/2015,Error Kept Cropping Up WHY!? not great complicated online banking poor interest rates complicated online banking.,1,Online Services,57
16343,26/11/2015,What Happened To This Bank?? poor interest rates the worst the worst slow transactions long wait times to frustrate me frustrating.,1,Online Services,41
16344,26/11/2015,Complicated To Figure Out WHY!? long wait times not great.,1,Online Services,11
16345,26/11/2015,Soo Frustrating!Strange long wait times additional charges additional charges bad advice to frustrate me.,1,Online Services,68
16349,26/11/2015,Bad Financial Advice rising long wait times what happened what happened my mum my mum.,1,Mortgage,72
16350,26/11/2015,Insecure fees rising fees insecure slow transactions slow transactions additional charges.,1,Mortgage,55
16363,26/11/2015,Poor Interest Rates limited services slow transactions the worst.,1,Online Services,63
16364,26/11/2015,Complicated To Figure Out soo frustrating!strange limited services not great bad advice soo frustrating!strange error kept cropping up.,1,Online Services,25
16365,26/11/2015,Additional Charges what happened to this bank?? complicated to figure out the worst.,1,Online Services,20
16366,26/11/2015,Why!? complicated to figure out not great slow transactions.,1,Online Services,76
16367,26/11/2015,Not Great long wait times rude customer service WHY!? what happened to this bank?? complicated to figure out soo frustrating!strange.,1,Online Services,35
16368,26/11/2015,What Happened To This Bank?? frustrating error kept cropping up slow transactions.,1,Online Services,53
16370,26/11/2015,Distressed By This slow transactions fees.,1,Mortgage,9
16371,26/11/2015,Additional Charges what happened poor interest rates.,1,Mortgage,9
16385,26/11/2015,Complicated To Figure Out long wait times additional charges WHY!? complicated to figure out not great.,1,Online Services,65
16386,26/11/2015,Rude Customer Service not great poor interest rates bad advice soo frustrating!strange rude customer service poor interest rates.,1,Online Services,71
16387,27/11/2015,Slow Transactions soo frustrating!strange poor interest rates slow transactions.,1,Online Services,40
16388,27/11/2015,Rude Customer Service additional charges bad advice what happened to this bank?? additional charges complicated online banking.,1,Online Services,20
16389,27/11/2015,"Lost My Details, Staff Were So Unhelpful soo frustrating!strange complicated online banking bad advice complicated online banking bad advice.",1,Online Services,18
16390,27/11/2015,"Error soo frustrating!strange frustrating error lost my details, staff were so unhelpful long wait times.",1,Online Services,9
16391,27/11/2015,Slow Transactions bad advice the worst rude customer service error not great.,1,Online Services,59
16405,27/11/2015,Complicated Online Banking what happened to this bank?? error kept cropping up to frustrate me.,1,Online Services,34
16406,27/11/2015,"Poor Interest Rates rude customer service lost my details, staff were so unhelpful additional charges what happened to this bank?? slow transactions.",1,Online Services,75
16407,27/11/2015,Additional Charges bad advice WHY!? limited services WHY!?.,1,Online Services,15
16408,27/11/2015,Poor Interest Rates complicated online banking the worst poor interest rates error error kept cropping up.,1,Online Services,42
16409,27/11/2015,Complicated Online Banking WHY!? the worst error kept cropping up what happened to this bank?? additional charges.,1,Online Services,24
16410,27/11/2015,Complicated Online Banking poor interest rates bad advice complicated online banking soo frustrating!strange slow transactions long wait times.,1,Online Services,51
16411,27/11/2015,Frustrating additional charges error limited services.,1,Online Services,63
16412,27/11/2015,"What Happened To This Bank?? poor interest rates frustrating lost my details, staff were so unhelpful error kept cropping up what happened to this bank?? bad advice.",1,Online Services,75
16413,27/11/2015,"Rude Customer Service error kept cropping up rude customer service the worst poor interest rates poor interest rates lost my details, staff were so unhelpful rude customer service.",1,Online Services,31
16414,28/11/2015,Limited Services what happened to this bank?? error kept cropping up soo frustrating!strange slow transactions bad advice soo frustrating!strange.,1,Online Services,61
16416,28/11/2015,Bad Financial Advice what happened poor interest rates rude customer service my mum poor interest rates i hope youre proud of yourselves!!.,1,Mortgage,11
16417,28/11/2015,I Hope Youre Proud Of Yourselves!! additional charges i hope youre proud of yourselves!! my mum slow transactions terrible manager.,1,Mortgage,66
16426,28/11/2015,Error Kept Cropping Up not great the worst limited services.,1,Online Services,64
16428,28/11/2015,Bad Financial Advice limited services not great not great bad financial advice.,1,Mortgage,39
16438,28/11/2015,Complicated To Figure Out WHY!? the worst frustrating poor interest rates.,1,Online Services,72
16439,28/11/2015,"Lost My Details, Staff Were So Unhelpful limited services complicated to figure out what happened to this bank?? error.",1,Online Services,1
16440,28/11/2015,Additional Charges complicated to figure out rude customer service the worst poor interest rates complicated online banking complicated online banking.,1,Online Services,66
16441,28/11/2015,Slow Transactions not great poor interest rates the worst additional charges.,1,Online Services,36
16442,28/11/2015,"What Happened To This Bank?? what happened to this bank?? lost my details, staff were so unhelpful not great bad advice.",1,Online Services,37
16443,28/11/2015,"Lost My Details, Staff Were So Unhelpful to frustrate me bad advice poor interest rates long wait times.",1,Online Services,46
16444,28/11/2015,Not Great error kept cropping up additional charges long wait times rude customer service soo frustrating!strange.,1,Online Services,43
16445,29/11/2015,Additional Charges error kept cropping up soo frustrating!strange additional charges not great error complicated to figure out additional charges.,1,Online Services,42
16446,29/11/2015,Slow Transactions frustrating not great bad advice long wait times bad advice.,1,Online Services,52
16460,29/11/2015,Poor Interest Rates slow transactions long wait times rude customer service not great to frustrate me what happened to this bank?? rude customer service.,1,Online Services,7
16461,29/11/2015,Not Great complicated to figure out bad advice limited services.,1,Online Services,69
16462,29/11/2015,"The Worst long wait times error kept cropping up lost my details, staff were so unhelpful.",1,Online Services,29
16463,29/11/2015,To Frustrate Me to frustrate me error kept cropping up not great to frustrate me.,1,Online Services,65
16464,29/11/2015,Rude Customer Service additional charges what happened to this bank??.,1,Online Services,55
16465,29/11/2015,"Error what happened to this bank?? complicated to figure out error rude customer service what happened to this bank?? lost my details, staff were so unhelpful.",1,Online Services,68
16479,29/11/2015,The Worst limited services complicated to figure out limited services additional charges rude customer service error poor interest rates.,1,Online Services,42
16480,29/11/2015,"Long Wait Times rude customer service complicated to figure out rude customer service lost my details, staff were so unhelpful WHY!? error.",1,Online Services,26
16481,29/11/2015,Not Great what happened to this bank?? soo frustrating!strange additional charges frustrating.,1,Online Services,49
16492,29/11/2015,To Frustrate Me soo frustrating!strange rude customer service to frustrate me WHY!? long wait times.,1,Online Services,28
16493,29/11/2015,What Happened To This Bank?? WHY!? WHY!? slow transactions.,1,Online Services,57
16494,29/11/2015,Frustrating rude customer service the worst complicated online banking the worst.,1,Online Services,76
16495,29/11/2015,Complicated To Figure Out error kept cropping up to frustrate me complicated online banking to frustrate me.,1,Online Services,62
16496,29/11/2015,Frustrating bad advice what happened to this bank?? frustrating error kept cropping up.,1,Online Services,68
16497,29/11/2015,Poor Interest Rates to frustrate me what happened to this bank?? WHY!? soo frustrating!strange.,1,Online Services,18
16504,29/11/2015,Bad Advice error kept cropping up soo frustrating!strange poor interest rates.,1,Online Services,57
16505,29/11/2015,Soo Frustrating!Strange soo frustrating!strange complicated to figure out rude customer service WHY!?.,1,Online Services,24
16506,29/11/2015,Complicated Online Banking poor interest rates the worst WHY!? complicated online banking soo frustrating!strange WHY!?.,1,Online Services,6
16507,29/11/2015,Long Wait Times error kept cropping up frustrating.,1,Online Services,66
16511,29/11/2015,I Hope Youre Proud Of Yourselves!! poor interest rates what happened insecure limited services.,1,Mortgage,9
16521,29/11/2015,Rude Customer Service soo frustrating!strange bad advice.,1,Online Services,10
16522,30/11/2015,Bad Advice rude customer service error.,1,Online Services,2
16523,30/11/2015,Soo Frustrating!Strange slow transactions to frustrate me error kept cropping up.,1,Online Services,15
16524,30/11/2015,Complicated Online Banking additional charges rude customer service not great.,1,Online Services,43
16525,30/11/2015,Rude Customer Service error error frustrating.,1,Online Services,13
16526,30/11/2015,"Long Wait Times poor interest rates long wait times what happened to this bank?? lost my details, staff were so unhelpful complicated online banking soo frustrating!strange complicated online banking.",1,Online Services,13
16527,30/11/2015,To Frustrate Me slow transactions error kept cropping up limited services frustrating.,1,Online Services,4
16528,30/11/2015,To Frustrate Me WHY!? long wait times frustrating.,1,Online Services,48
16529,30/11/2015,Bad Advice to frustrate me soo frustrating!strange soo frustrating!strange soo frustrating!strange.,1,Online Services,28
16538,30/11/2015,"Additional Charges soo frustrating!strange lost my details, staff were so unhelpful the worst error kept cropping up.",1,Online Services,47
16539,30/11/2015,Slow Transactions complicated online banking slow transactions soo frustrating!strange frustrating.,1,Online Services,68
16540,30/11/2015,Poor Interest Rates unhelpful staff i hope youre proud of yourselves!! limited services my mum i hope youre proud of yourselves!!.,1,Mortgage,63
16541,30/11/2015,Not Great terrible manager rude customer service.,1,Mortgage,63
16552,30/11/2015,"Lost My Details, Staff Were So Unhelpful error kept cropping up slow transactions the worst soo frustrating!strange error kept cropping up lost my details, staff were so unhelpful error.",1,Online Services,26
16553,30/11/2015,Additional Charges bad advice error kept cropping up complicated to figure out.,1,Online Services,31
16554,30/11/2015,Error Kept Cropping Up error complicated to figure out what happened to this bank??.,1,Online Services,72
16555,01/12/2015,Not Great WHY!? complicated online banking slow transactions.,1,Online Services,72
16556,01/12/2015,Rude Customer Service long wait times the worst soo frustrating!strange.,1,Online Services,68
16557,01/12/2015,"To Frustrate Me complicated online banking error kept cropping up WHY!? complicated to figure out bad advice lost my details, staff were so unhelpful not great.",1,Online Services,36
16558,01/12/2015,Bad Financial Advice my mum my mum rude customer service i hope youre proud of yourselves!! limited services i hope youre proud of yourselves!!.,1,Mortgage,8
16573,01/12/2015,Bad Advice poor interest rates frustrating.,1,Online Services,61
16574,01/12/2015,"Bad Advice lost my details, staff were so unhelpful complicated to figure out complicated online banking.",1,Online Services,51
16575,01/12/2015,What Happened To This Bank?? limited services complicated online banking poor interest rates bad advice.,1,Online Services,76
16576,01/12/2015,"What Happened To This Bank?? complicated to figure out frustrating frustrating lost my details, staff were so unhelpful soo frustrating!strange error kept cropping up slow transactions.",1,Online Services,17
16578,01/12/2015,Bad Financial Advice not great high fees what happened.,1,Mortgage,9
16579,01/12/2015,Rude Customer Service terrible manager bad financial advice my mum additional charges limited services long wait times.,1,Mortgage,9
16590,01/12/2015,Frustrating the worst complicated online banking.,1,Online Services,44
16591,01/12/2015,Soo Frustrating!Strange long wait times limited services to frustrate me complicated online banking.,1,Online Services,15
16592,01/12/2015,Slow Transactions bad advice rude customer service additional charges additional charges to frustrate me the worst.,1,Online Services,63
16593,01/12/2015,Slow Transactions error soo frustrating!strange to frustrate me the worst.,1,Online Services,18
16594,01/12/2015,Error Kept Cropping Up to frustrate me error kept cropping up the worst bad advice poor interest rates.,1,Online Services,73
16595,01/12/2015,Not Great error additional charges complicated to figure out.,1,Online Services,26
16596,01/12/2015,"The Worst error lost my details, staff were so unhelpful frustrating error kept cropping up.",1,Online Services,70
16597,01/12/2015,Bad Financial Advice my mum long wait times terrible manager fees fees limited services bad financial advice.,1,Mortgage,58
16609,01/12/2015,Why!? limited services to frustrate me soo frustrating!strange not great.,1,Online Services,17
16610,01/12/2015,Soo Frustrating!Strange complicated online banking long wait times slow transactions.,1,Online Services,45
16611,02/12/2015,Bad Advice bad advice WHY!? error kept cropping up error kept cropping up additional charges soo frustrating!strange.,1,Online Services,29
16612,02/12/2015,"Lost My Details, Staff Were So Unhelpful the worst WHY!? complicated to figure out.",1,Online Services,77
16613,02/12/2015,Poor Interest Rates to frustrate me WHY!? error kept cropping up additional charges the worst.,1,Online Services,58
16614,02/12/2015,What Happened To This Bank?? soo frustrating!strange error kept cropping up bad advice slow transactions to frustrate me.,1,Online Services,38
16615,02/12/2015,To Frustrate Me what happened to this bank?? long wait times bad advice additional charges error poor interest rates.,1,Online Services,27
16616,02/12/2015,Additional Charges slow transactions long wait times what happened to this bank?? limited services WHY!? limited services.,1,Online Services,1
16617,02/12/2015,Terrible Manager rude customer service rising long wait times distressed by this.,1,Mortgage,11
16618,02/12/2015,Bad Financial Advice unhelpful staff not great rising.,1,Mortgage,44
16624,02/12/2015,Error Kept Cropping Up the worst poor interest rates complicated online banking limited services.,1,Online Services,34
16625,02/12/2015,"What Happened To This Bank?? slow transactions lost my details, staff were so unhelpful soo frustrating!strange soo frustrating!strange.",1,Online Services,72
16626,02/12/2015,"Lost My Details, Staff Were So Unhelpful bad advice poor interest rates limited services slow transactions the worst.",1,Online Services,64
16627,02/12/2015,Bad Advice complicated online banking to frustrate me poor interest rates additional charges additional charges.,1,Online Services,27
16628,02/12/2015,"Error complicated online banking WHY!? lost my details, staff were so unhelpful.",1,Online Services,3
16629,02/12/2015,Not Great soo frustrating!strange complicated to figure out.,1,Online Services,30
16630,02/12/2015,Slow Transactions long wait times not great soo frustrating!strange soo frustrating!strange limited services.,1,Online Services,61
16631,02/12/2015,Rude Customer Service complicated online banking frustrating bad advice what happened to this bank??.,1,Online Services,42
16632,02/12/2015,"Error lost my details, staff were so unhelpful complicated online banking.",1,Online Services,74
16637,02/12/2015,"Frustrating to frustrate me limited services to frustrate me not great what happened to this bank?? lost my details, staff were so unhelpful.",1,Online Services,76
16638,02/12/2015,Bad Advice slow transactions bad advice rude customer service soo frustrating!strange the worst what happened to this bank??.,1,Online Services,76
16639,02/12/2015,Complicated Online Banking frustrating complicated to figure out error to frustrate me.,1,Online Services,76
16640,02/12/2015,Limited Services limited services error WHY!?.,1,Online Services,26
16641,02/12/2015,What Happened To This Bank?? soo frustrating!strange poor interest rates WHY!? complicated online banking to frustrate me long wait times.,1,Online Services,16
16642,02/12/2015,"Why!? lost my details, staff were so unhelpful error.",1,Online Services,2
16643,02/12/2015,Not Great the worst the worst rude customer service additional charges complicated online banking.,1,Online Services,69
16644,02/12/2015,Terrible Manager distressed by this unhelpful staff what happened slow transactions limited services slow transactions.,1,Mortgage,55
16645,02/12/2015,Additional Charges high fees limited services what happened slow transactions.,1,Mortgage,55
16655,02/12/2015,"Error slow transactions poor interest rates lost my details, staff were so unhelpful poor interest rates WHY!?.",1,Online Services,57
16656,03/12/2015,Limited Services soo frustrating!strange what happened to this bank?? error kept cropping up poor interest rates.,1,Online Services,57
16657,03/12/2015,"Lost My Details, Staff Were So Unhelpful the worst soo frustrating!strange bad advice.",1,Online Services,1
16658,03/12/2015,"Slow Transactions slow transactions lost my details, staff were so unhelpful the worst.",1,Online Services,34
16659,03/12/2015,Slow Transactions additional charges to frustrate me long wait times.,1,Online Services,43
16660,03/12/2015,"Soo Frustrating!Strange complicated to figure out lost my details, staff were so unhelpful.",1,Online Services,65
16661,03/12/2015,Additional Charges bad advice complicated online banking soo frustrating!strange complicated to figure out long wait times long wait times.,1,Online Services,44
16662,03/12/2015,"Poor Interest Rates slow transactions rude customer service additional charges soo frustrating!strange lost my details, staff were so unhelpful lost my details, staff were so unhelpful.",1,Online Services,3
16663,03/12/2015,"The Worst poor interest rates additional charges lost my details, staff were so unhelpful what happened to this bank?? frustrating.",1,Online Services,47
16664,03/12/2015,"Long Wait Times not great error kept cropping up soo frustrating!strange lost my details, staff were so unhelpful frustrating what happened to this bank??.",1,Online Services,1
16665,03/12/2015,What Happened To This Bank?? limited services slow transactions to frustrate me.,1,Online Services,34
16666,03/12/2015,"Error rude customer service limited services poor interest rates lost my details, staff were so unhelpful frustrating additional charges.",1,Online Services,63
16667,03/12/2015,Complicated Online Banking to frustrate me rude customer service poor interest rates WHY!? rude customer service complicated online banking.,1,Online Services,15
16668,03/12/2015,"Lost My Details, Staff Were So Unhelpful limited services the worst soo frustrating!strange frustrating the worst additional charges additional charges.",1,Online Services,39
16669,03/12/2015,Limited Services additional charges high fees bad financial advice limited services i hope youre proud of yourselves!!.,1,Mortgage,71
16684,03/12/2015,Complicated To Figure Out soo frustrating!strange WHY!? what happened to this bank?? slow transactions.,1,Online Services,31
16685,03/12/2015,Rude Customer Service frustrating the worst slow transactions.,1,Online Services,16
16686,03/12/2015,Not Great long wait times slow transactions error kept cropping up.,1,Online Services,21
16687,03/12/2015,Slow Transactions complicated online banking to frustrate me complicated online banking.,1,Online Services,6
16688,03/12/2015,Rude Customer Service WHY!? soo frustrating!strange slow transactions.,1,Online Services,36
16689,03/12/2015,Slow Transactions not great the worst rude customer service poor interest rates long wait times long wait times.,1,Online Services,68
16690,03/12/2015,Not Great error complicated online banking frustrating complicated to figure out the worst.,1,Online Services,12
16691,03/12/2015,Error Kept Cropping Up the worst additional charges poor interest rates.,1,Online Services,9
16692,03/12/2015,The Worst WHY!? error kept cropping up not great poor interest rates complicated to figure out complicated to figure out.,1,Online Services,16
16705,03/12/2015,Complicated To Figure Out limited services frustrating not great not great not great.,1,Online Services,43
16706,03/12/2015,Limited Services long wait times to frustrate me error kept cropping up frustrating WHY!?.,1,Online Services,69
16707,03/12/2015,Complicated Online Banking slow transactions WHY!? not great.,1,Online Services,24
16708,03/12/2015,"Lost My Details, Staff Were So Unhelpful bad advice WHY!?.",1,Online Services,5
16709,03/12/2015,To Frustrate Me WHY!? complicated online banking the worst.,1,Online Services,18
16710,03/12/2015,The Worst complicated online banking complicated to figure out WHY!?.,1,Online Services,2
16721,03/12/2015,Slow Transactions the worst slow transactions the worst soo frustrating!strange.,1,Online Services,12
16722,04/12/2015,Error poor interest rates soo frustrating!strange.,1,Online Services,66
16723,04/12/2015,Poor Interest Rates the worst WHY!? WHY!? what happened to this bank?? complicated online banking.,1,Online Services,35
16724,04/12/2015,Bad Advice what happened to this bank?? error soo frustrating!strange.,1,Online Services,6
16725,04/12/2015,Complicated Online Banking long wait times error what happened to this bank??.,1,Online Services,57
16726,04/12/2015,Rude Customer Service soo frustrating!strange WHY!? additional charges.,1,Online Services,39
16728,04/12/2015,Bad Financial Advice what happened slow transactions slow transactions what happened slow transactions fees additional charges.,1,Mortgage,39
16729,04/12/2015,Slow Transactions what happened not great.,1,Mortgage,65
16742,04/12/2015,To Frustrate Me error additional charges complicated online banking error slow transactions complicated online banking the worst.,1,Online Services,55
16743,04/12/2015,Rude Customer Service limited services what happened to this bank?? rude customer service long wait times.,1,Online Services,29
16744,04/12/2015,Error complicated to figure out additional charges.,1,Online Services,3
16745,04/12/2015,"Not Great the worst error lost my details, staff were so unhelpful.",1,Online Services,61
16746,04/12/2015,The Worst limited services bad advice.,1,Online Services,27
16761,04/12/2015,Limited Services error kept cropping up error not great.,1,Online Services,9
16762,04/12/2015,Rude Customer Service WHY!? poor interest rates slow transactions soo frustrating!strange error.,1,Online Services,46
16763,04/12/2015,Bad Advice poor interest rates to frustrate me bad advice error limited services slow transactions.,1,Online Services,16
16764,04/12/2015,To Frustrate Me complicated to figure out WHY!? soo frustrating!strange.,1,Online Services,24
16765,04/12/2015,Poor Interest Rates not great frustrating long wait times.,1,Online Services,47
16766,04/12/2015,Error Kept Cropping Up complicated online banking to frustrate me error kept cropping up soo frustrating!strange frustrating.,1,Online Services,27
16767,04/12/2015,To Frustrate Me not great not great rude customer service what happened to this bank?? to frustrate me.,1,Online Services,47
16768,05/12/2015,Soo Frustrating!Strange complicated online banking additional charges error.,1,Online Services,3
16769,05/12/2015,Error WHY!? rude customer service the worst soo frustrating!strange soo frustrating!strange.,1,Online Services,66
16781,05/12/2015,To Frustrate Me poor interest rates error kept cropping up WHY!? limited services.,1,Online Services,56
16782,05/12/2015,What Happened To This Bank?? soo frustrating!strange not great rude customer service.,1,Online Services,32
16783,05/12/2015,"Not Great lost my details, staff were so unhelpful the worst the worst.",1,Online Services,65
16784,05/12/2015,Error Kept Cropping Up slow transactions long wait times slow transactions limited services the worst WHY!? limited services.,1,Online Services,24
16785,05/12/2015,Long Wait Times additional charges complicated online banking to frustrate me poor interest rates what happened to this bank??.,1,Online Services,41
16786,05/12/2015,Soo Frustrating!Strange what happened to this bank?? limited services what happened to this bank?? to frustrate me what happened to this bank?? frustrating.,1,Online Services,16
16787,05/12/2015,"Poor Interest Rates the worst what happened to this bank?? slow transactions lost my details, staff were so unhelpful.",1,Online Services,64
16788,05/12/2015,To Frustrate Me complicated online banking to frustrate me complicated online banking limited services error kept cropping up additional charges.,1,Online Services,72
16789,05/12/2015,Slow Transactions error to frustrate me slow transactions additional charges frustrating not great.,1,Online Services,48
16790,05/12/2015,Not Great long wait times long wait times terrible manager what happened.,1,Mortgage,39
16801,05/12/2015,Slow Transactions the worst long wait times error kept cropping up slow transactions error kept cropping up additional charges soo frustrating!strange.,1,Online Services,30
16802,05/12/2015,Why!? limited services limited services poor interest rates rude customer service error kept cropping up bad advice complicated online banking.,1,Online Services,40
16803,05/12/2015,To Frustrate Me error kept cropping up complicated to figure out to frustrate me.,1,Online Services,37
16804,05/12/2015,Long Wait Times frustrating error bad advice.,1,Online Services,72
16805,05/12/2015,Limited Services complicated to figure out bad advice complicated to figure out.,1,Online Services,9
16806,05/12/2015,Not Great rude customer service what happened to this bank?? the worst.,1,Online Services,70
16807,05/12/2015,Complicated Online Banking bad advice complicated online banking error kept cropping up.,1,Online Services,44
16819,05/12/2015,What Happened To This Bank?? bad advice not great soo frustrating!strange complicated online banking frustrating.,1,Online Services,11
16820,05/12/2015,Error Kept Cropping Up poor interest rates slow transactions WHY!? poor interest rates frustrating to frustrate me error.,1,Online Services,47
16821,05/12/2015,"Lost My Details, Staff Were So Unhelpful slow transactions complicated online banking.",1,Online Services,25
16822,05/12/2015,To Frustrate Me error kept cropping up not great what happened to this bank??.,1,Online Services,70
16823,05/12/2015,Slow Transactions additional charges WHY!? WHY!? rude customer service to frustrate me.,1,Online Services,16
16824,06/12/2015,Fees poor interest rates i hope youre proud of yourselves!! poor interest rates.,1,Mortgage,71
16835,06/12/2015,Slow Transactions error kept cropping up additional charges to frustrate me.,1,Online Services,56
16836,06/12/2015,Slow Transactions complicated online banking complicated to figure out bad advice frustrating not great additional charges.,1,Online Services,15
16837,06/12/2015,"Poor Interest Rates WHY!? complicated online banking lost my details, staff were so unhelpful error complicated online banking error kept cropping up limited services.",1,Online Services,61
16838,06/12/2015,Frustrating limited services error kept cropping up bad advice poor interest rates error to frustrate me.,1,Online Services,42
16839,06/12/2015,"To Frustrate Me lost my details, staff were so unhelpful bad advice rude customer service limited services complicated to figure out soo frustrating!strange additional charges.",1,Online Services,42
16840,06/12/2015,Error slow transactions slow transactions.,1,Online Services,5
16841,06/12/2015,What Happened slow transactions terrible manager poor interest rates.,1,Mortgage,9
16850,06/12/2015,Long Wait Times the worst complicated online banking bad advice error.,1,Online Services,64
16851,06/12/2015,Error to frustrate me error what happened to this bank?? what happened to this bank?? slow transactions limited services.,1,Online Services,56
16852,06/12/2015,Slow Transactions not great bad advice.,1,Online Services,44
16853,06/12/2015,To Frustrate Me not great error kept cropping up error kept cropping up the worst rude customer service complicated online banking not great.,1,Online Services,5
16854,06/12/2015,To Frustrate Me rude customer service complicated online banking.,1,Online Services,52
16855,06/12/2015,Rude Customer Service WHY!? rude customer service not great soo frustrating!strange.,1,Online Services,36
16856,06/12/2015,Not Great rude customer service i hope youre proud of yourselves!!.,1,Mortgage,55
16857,06/12/2015,Insecure slow transactions bad financial advice my mum i hope youre proud of yourselves!! terrible manager additional charges.,1,Mortgage,37
16858,06/12/2015,Fees long wait times bad financial advice my mum insecure what happened.,1,Mortgage,8
16859,06/12/2015,Bad Financial Advice rude customer service bad financial advice high fees.,1,Mortgage,31
16872,07/12/2015,Rude Customer Service what happened to this bank?? poor interest rates limited services not great limited services limited services.,1,Online Services,70
16873,07/12/2015,"Complicated To Figure Out not great poor interest rates the worst lost my details, staff were so unhelpful to frustrate me.",1,Online Services,63
16874,07/12/2015,Additional Charges not great error to frustrate me complicated to figure out additional charges.,1,Online Services,72
16875,07/12/2015,Long Wait Times complicated online banking bad advice slow transactions what happened to this bank?? error rude customer service.,1,Online Services,42
16876,07/12/2015,Not Great not great what happened to this bank?? limited services the worst complicated online banking.,1,Online Services,6
16877,07/12/2015,"Lost My Details, Staff Were So Unhelpful bad advice to frustrate me.",1,Online Services,62
16878,07/12/2015,"Soo Frustrating!Strange the worst lost my details, staff were so unhelpful complicated to figure out complicated to figure out rude customer service what happened to this bank??.",1,Online Services,71
16879,07/12/2015,Unhelpful Staff slow transactions fees distressed by this distressed by this.,1,Mortgage,55
16880,07/12/2015,Slow Transactions rising i hope youre proud of yourselves!! distressed by this not great.,1,Mortgage,63
16890,07/12/2015,"Lost My Details, Staff Were So Unhelpful WHY!? WHY!? WHY!?.",1,Online Services,50
16891,07/12/2015,Error Kept Cropping Up what happened to this bank?? error slow transactions WHY!? to frustrate me long wait times.,1,Online Services,40
16892,07/12/2015,Why!? bad advice bad advice error.,1,Online Services,13
16893,07/12/2015,Additional Charges bad advice error kept cropping up what happened to this bank?? error kept cropping up.,1,Online Services,73
16894,07/12/2015,Poor Interest Rates frustrating error kept cropping up poor interest rates.,1,Online Services,5
16895,07/12/2015,"Bad Advice lost my details, staff were so unhelpful soo frustrating!strange complicated online banking poor interest rates slow transactions.",1,Online Services,66
16896,07/12/2015,Frustrating frustrating slow transactions what happened to this bank??.,1,Online Services,58
16897,07/12/2015,Error bad advice soo frustrating!strange additional charges the worst error kept cropping up additional charges what happened to this bank??.,1,Online Services,24
16898,07/12/2015,High Fees poor interest rates long wait times.,1,Mortgage,71
16916,07/12/2015,Additional Charges soo frustrating!strange what happened to this bank?? soo frustrating!strange frustrating additional charges.,1,Online Services,12
16917,08/12/2015,Bad Advice limited services frustrating.,1,Online Services,1
16918,08/12/2015,"Limited Services slow transactions lost my details, staff were so unhelpful complicated online banking complicated to figure out.",1,Online Services,62
16926,08/12/2015,Not Great WHY!? soo frustrating!strange frustrating.,1,Online Services,75
16927,08/12/2015,"The Worst additional charges long wait times poor interest rates lost my details, staff were so unhelpful long wait times lost my details, staff were so unhelpful.",1,Online Services,30
16928,08/12/2015,"The Worst lost my details, staff were so unhelpful additional charges error to frustrate me.",1,Online Services,36
16929,08/12/2015,Limited Services complicated online banking frustrating the worst slow transactions.,1,Online Services,20
16930,08/12/2015,The Worst soo frustrating!strange limited services complicated to figure out soo frustrating!strange.,1,Online Services,72
16944,08/12/2015,"Additional Charges poor interest rates lost my details, staff were so unhelpful soo frustrating!strange additional charges slow transactions.",1,Online Services,41
16945,08/12/2015,What Happened To This Bank?? not great soo frustrating!strange bad advice bad advice WHY!?.,1,Online Services,64
16946,08/12/2015,"Lost My Details, Staff Were So Unhelpful error kept cropping up limited services poor interest rates.",1,Online Services,13
16947,08/12/2015,"What Happened To This Bank?? complicated online banking bad advice lost my details, staff were so unhelpful.",1,Online Services,29
16949,08/12/2015,Distressed By This additional charges high fees slow transactions insecure fees.,1,Mortgage,63
16960,08/12/2015,Frustrating frustrating the worst complicated to figure out additional charges long wait times.,1,Online Services,52
16961,08/12/2015,"Error WHY!? lost my details, staff were so unhelpful limited services.",1,Online Services,29
16962,08/12/2015,Long Wait Times not great rude customer service slow transactions frustrating slow transactions.,1,Online Services,63
16963,08/12/2015,Not Great fees insecure rising additional charges terrible manager.,1,Mortgage,63
16976,08/12/2015,Why!? limited services poor interest rates additional charges WHY!? poor interest rates what happened to this bank??.,1,Online Services,34
16977,08/12/2015,"Soo Frustrating!Strange lost my details, staff were so unhelpful frustrating what happened to this bank?? what happened to this bank?? WHY!?.",1,Online Services,16
16978,08/12/2015,To Frustrate Me frustrating not great long wait times long wait times complicated to figure out poor interest rates complicated online banking.,1,Online Services,18
16979,08/12/2015,Frustrating slow transactions the worst.,1,Online Services,35
16982,08/12/2015,Rude Customer Service rude customer service insecure fees i hope youre proud of yourselves!!.,1,Mortgage,70
16996,08/12/2015,"Slow Transactions limited services lost my details, staff were so unhelpful complicated to figure out not great what happened to this bank??.",1,Online Services,57
16997,08/12/2015,What Happened To This Bank?? complicated online banking error kept cropping up to frustrate me slow transactions long wait times poor interest rates not great.,1,Online Services,76
